gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000089280.19,FUS,1049.9106863249849,-1.3467360365472349,0.34512330469959068,2.7522905937841721e-06,0.0030012008743595
ENSG00000168209.6,DDIT4,3036.5717974833319,0.9005804381065553,0.22891774972690379,3.2461365458003708e-06,0.0033314908420340001
ENSG00000170745.12,KCNS3,769.27567396249617,1.1783519652505321,0.30515172448308858,4.5400041228556092e-06,0.0044005251073034003
ENSG00000255150.2,EID3,82.495349503151672,0.99448616415567115,0.26092838070511948,5.509331506399939e-06,0.0050590161469556997
ENSG00000170561.13,IRX2,649.08969920883271,-1.0770552057521221,0.28775552705000218,6.4110288580913732e-06,0.0055926610243560004
ENSG00000112667.13,DNPH1,463.69299981635078,0.53841098720856173,0.14262769048934021,7.5672844076058804e-06,0.0062869719552142
ENSG00000171540.8,OTP,38.005235258188151,-0.029438601888685401,0.088261491378330406,8.468973987784103e-06,0.0067162813256757999
ENSG00000155511.19,GRIA1,4310.493856295463,-0.5809445262839944,0.15627713059932019,9.1383789418573847e-06,0.0069320564086341003
ENSG00000162490.7,DRAXIN,3326.2879527253981,-0.80648921655112882,0.2226391093686409,9.9783867589591383e-06,0.0070217676264217
ENSG00000073331.18,ALPK1,324.80097174085819,0.85798321411956235,0.23443000240874251,1.0061568788934681e-05,0.0070217676264217
ENSG00000126803.10,HSPA2,169.74003758868409,2.1940272649242778,0.61835950265902195,1.081579719183773e-05,0.0072578159079228002
ENSG00000104953.20,TLE6,141.1502075845672,1.360209033374099,0.37731005250967942,1.187508525679969e-05,0.0076735041657548997
ENSG00000235169.11,SMIM1,62.548529720220223,0.89778975553216989,0.24976920232625369,1.294391530481127e-05,0.0079636221969722996
ENSG00000167081.18,PBX3,4316.1641678276701,-0.61971439543567708,0.17349625875944519,1.395450067056314e-05,0.0079636221969722996
ENSG00000049759.20,NEDD4L,5283.7654109716059,-0.80969612377626166,0.2283043582077231,1.4139676590792981e-05,0.0079636221969722996
ENSG00000170549.4,IRX1,227.60765079038529,-1.0799796458263859,0.30494254500008949,1.414984169806519e-05,0.0079636221969722996
ENSG00000008196.13,TFAP2B,249.13256909219101,-1.952408423370418,0.59668862126044186,1.500199862358104e-05,0.0081793709370504997
ENSG00000145247.12,OCIAD2,964.63289914926281,1.030572012113522,0.30360640152970431,1.6970506930069399e-05,0.0085293360676833001
